path	bytes	ext	bucket	role	is_symlink	purpose_bucket
src/data/glossary.yml	1053	yml	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/grundlagen.bib	154	bib	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/klinisch.bib	160	bib	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/pergamon.bib	138	bib	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/references.bib	1082	bib	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/sample-patients.json	2070	json	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/data/sample-study.csv	255	csv	A-showcase-book	data-config	False	Flagship showcase book dogfooding bookkit
src/main.typ	3983	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/styles/page.typ	106	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/styles/print.typ	107	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/styles/theme.typ	107	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/styles/typography.typ	112	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
templates/README.md	319	md	R-research-corpus	markdown-doc	False	Ecosystem survey + template study corpus
templates/aspirationally/main.typ	8034	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/badformer/main.typ	111	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/avatar.png	693969	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/logos/abc_company.png	6252	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/logos/pqr_corp.png	16012	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/logos/ucla.png	398200	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/logos/xyz_corp.png	36509	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/publications.bib	778	bib	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
templates/brilliant-cv/assets/signature.png	145868	png	R-research-corpus	visual-artifact	False	Ecosystem survey + template study corpus
templates/brilliant-cv/cv.typ	605	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/letter.typ	2915	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/metadata.toml	4560	toml	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/certificates.typ	539	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/education.typ	1273	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/professional.typ	2023	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/projects.typ	756	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/publications.typ	371	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_de/skills.typ	916	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/certificates.typ	932	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/education.typ	1558	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/professional.typ	1894	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/projects.typ	1561	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/publications.typ	550	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_en/skills.typ	980	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/certificates.typ	403	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/education.typ	1222	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/professional.typ	1862	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/projects.typ	559	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/publications.typ	269	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_fr/skills.typ	401	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/certificates.typ	382	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/education.typ	1113	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/professional.typ	1684	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/projects.typ	581	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/publications.typ	270	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_it/skills.typ	392	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/certificates.typ	365	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/education.typ	926	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/professional.typ	1418	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/projects.typ	402	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/publications.typ	269	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/brilliant-cv/modules_zh/skills.typ	385	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/caidan/cover.png	354194	png	R-research-corpus	other	False	Ecosystem survey + template study corpus
templates/caidan/main.typ	6738	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/calmly-touying/main.typ	4019	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/ilm/main.typ	13166	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/ilm/refs.bib	331	bib	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
templates/mantys/manual.typ	964	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/soviet-matrix/main.typ	237	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/tieffiction/main.typ	775	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/toffee-tufte/main.bib	832	bib	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
templates/toffee-tufte/main.typ	9711	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/touying-aqua/main.typ	363	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
templates/wonderous-book/main.typ	2455	typ	R-research-corpus	typst-source	False	Ecosystem survey + template study corpus
test/pinit-radial.typ	9593	typ	A-support	typst-source	False	Fonts, placeholders, isolated tests
test/scratch-pinit.typ	340	typ	A-support	typst-source	False	Fonts, placeholders, isolated tests
toolset/OWNERSHIP.md	1385	md	A-toolset-other	markdown-doc	False	Toolset docs/tests misc
toolset/compose/CREATIVE-COMPOSE.md	5160	md	A-toolset-other	markdown-doc	False	Toolset docs/tests misc
toolset/compose/README.md	5239	md	A-toolset-other	markdown-doc	False	Toolset docs/tests misc
toolset/compose/fixtures/fail_claims/accept.md	82	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_claims/chapter.typ	529	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_claims/content.md	201	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_freeze_production/accept.md	456	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_freeze_production/chapter.typ	1207	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_freeze_production/content.md	759	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_no_accept/accept.md	307	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_no_accept/chapter.typ	387	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_no_accept/content.md	74	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_unknown_form/accept.md	88	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_unknown_form/chapter.typ	494	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/fail_unknown_form/content.md	98	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_freeze_production/accept.md	456	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_freeze_production/chapter.typ	1297	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_freeze_production/content.md	759	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_freeze_production/freeze.md	518	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_freeze_production/genre-minima.yaml	343	yaml	A-compose-engine	data-config	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_minimal/accept.md	456	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_minimal/chapter.typ	1207	typ	A-compose-engine	typst-source	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_minimal/content.md	759	md	A-compose-engine	markdown-doc	False	Compose validator CLI + fixtures/tests
toolset/compose/fixtures/pass_minimal/genre-minima.yaml	343	yaml	A-compose-engine	data-config	False	Compose validator CLI + fixtures/tests
toolset/compose/scripts/run_validate.py	545	py	A-toolset-other	python-tool	False	Toolset docs/tests misc
toolset/compose/spikes/README.md	2925	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/_templates/lib/module.typ	1579	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/_templates/spike-recreate.typ	845	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/ii1-drei-achsen-drisc/lib/pflichtsequenz.typ	9477	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/ii1-drei-achsen-drisc/spike-compare-layout.typ	1111	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/ii1-drei-achsen-drisc/spike-compare.typ	738	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/ii1-drei-achsen-drisc/spike-landscape.typ	1072	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/ii1-drei-achsen-drisc/spike-recreate.typ	1147	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/antigravity-nanobanana-brief.md	4407	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/antigravity-nanobanana-free-brief.md	3859	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/lib/primar-algorithmus.typ	8978	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-asset.typ	649	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-code.pdf	29090	pdf	A/B-compose-spikes	visual-artifact	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-code.typ	3888	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-compare-b2.typ	1021	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-compare.typ	1372	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-hybrid.typ	3630	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-nanobanana-free.typ	1028	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-nanobanana.typ	1125	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-raster-full.typ	1185	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-raster-hybrid.typ	2849	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-recreate.typ	1215	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii2-bls-aed/spike-refined.typ	1120	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii5-cauda-notfallkarte/lib/sofortmassnahmen.typ	6124	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii5-cauda-notfallkarte/spike-compare.typ	984	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iii5-cauda-notfallkarte/spike-recreate.typ	1135	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv2-rueckenschmerz-neuro/lib/entscheidungs-flow.typ	7804	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv2-rueckenschmerz-neuro/spike-compare-b2.typ	1090	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv2-rueckenschmerz-neuro/spike-compare.typ	1363	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv2-rueckenschmerz-neuro/spike-recreate.typ	1204	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv2-rueckenschmerz-neuro/spike-refined.typ	1130	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv4-heisses-gelenk/lib/entscheidungs-flow.typ	9795	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv4-heisses-gelenk/spike-compare.typ	1116	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv4-heisses-gelenk/spike-recreate.typ	1195	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/iv4-heisses-gelenk/spike-refined.typ	851	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/README.md	2424	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/_test-us-d.typ	312	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/cue-matrix.typ	134	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/discrimination.typ	142	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/four-pole.typ	132	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/m-a-mimic.typ	132	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/m-b-peel.typ	130	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/melanom.typ	128	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/script-core.typ	136	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/urgency-ladder.typ	142	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/us-d-dashboard.typ	142	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/us-time-scope.typ	140	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/v2-cues-suspicion.typ	148	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/lib/v2-urgency.typ	134	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-ambition.typ	2563	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-melanom.typ	4545	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-phase1.typ	7605	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-phase1v2.typ	6923	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-recreate.typ	4168	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-script-system/spike-wave-o.typ	3346	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/README.md	1887	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/lib/anaphylaxie.typ	138	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/lib/compartment.typ	138	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/lib/mi.typ	120	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/lib/stroke.typ	128	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/lib/suicid.typ	128	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-ambition-v2.typ	1693	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-ambition.typ	1746	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-compartment-essential.typ	422	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-compartment-nonbody.typ	803	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-compartment-principle.typ	769	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-compartment-schematic.typ	670	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-compartment-sweetspot.typ	437	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-grammar-b.typ	6802	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave5/spike-grammar.typ	5177	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave6/README.md	1655	md	A/B-compose-spikes	markdown-doc	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave6/lib/gicht.typ	126	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave6/lib/le.typ	120	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave6/lib/sepsis.typ	128	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/spikes/graphics/kl-wave6/spike-grammar.typ	4223	typ	A/B-compose-spikes	typst-source	False	Experimental Typst graphics spikes (bridge A+B)
toolset/compose/templates/feasibility-note.template.md	2574	md	A-toolset-other	markdown-doc	False	Toolset docs/tests misc
toolset/compose/tests/test_validate.py	13541	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/__init__.py	208	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/__main__.py	110	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/accept_gate.py	3014	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/body.py	2149	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/catalog.py	5494	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/claims.py	5303	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/cli.py	6877	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/compile_check.py	3096	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/freeze_gate.py	6158	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/minima.py	7012	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/posthoc.py	2438	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/runner.py	9505	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/compose/validate/whitelist.py	8209	py	A-compose-engine	python-tool	False	Compose validator CLI + fixtures/tests
toolset/docs/api-foundation.md	860	md	A-toolset-other	markdown-doc	False	Toolset docs/tests misc
toolset/examples/facet-smoke/main.typ	832	typ	A-starter-examples	typst-source	False	Consumer starter + smoke examples
toolset/examples/minimal/main.typ	1166	typ	A-starter-examples	typst-source	False	Consumer starter + smoke examples
toolset/form-catalog/README.md	2740	md	A-form-catalog	markdown-doc	False	Generic form whitelist + gap process
toolset/form-catalog/VERSION	6	(none)	A-form-catalog	other	False	Generic form whitelist + gap process
toolset/form-catalog/core/ANTI-PATTERNS.md	2045	md	A-form-catalog	markdown-doc	False	Generic form whitelist + gap process
toolset/form-catalog/core/BASIS.md	3706	md	A-form-catalog	markdown-doc	False	Generic form whitelist + gap process
toolset/form-catalog/core/GAP-PROCESS.md	1875	md	A-form-catalog	markdown-doc	False	Generic form whitelist + gap process
toolset/form-catalog/core/forms.yaml	11268	yaml	A-form-catalog	data-config	False	Generic form whitelist + gap process
toolset/form-catalog/scripts/check_forms.py	4408	py	A-form-catalog	python-tool	False	Generic form whitelist + gap process
toolset/orchestration/book-production/README.md	521	md	A-orchestration	markdown-doc	False	Book production board/run-log demo
toolset/orchestration/book-production/demo-welle03/board.md	2600	md	A-orchestration	markdown-doc	False	Book production board/run-log demo
toolset/orchestration/book-production/demo-welle03/kickoff.md	952	md	A-orchestration	markdown-doc	False	Book production board/run-log demo
toolset/orchestration/book-production/demo-welle03/route.md	1041	md	A-orchestration	markdown-doc	False	Book production board/run-log demo
toolset/orchestration/book-production/demo-welle03/run-log.md	730	md	A-orchestration	markdown-doc	False	Book production board/run-log demo
toolset/skill-pack/book-production-orchestrator/SKILL.md	10676	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/references/autonomy.md	1249	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/references/phase-machine.md	1251	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/templates/board.template.md	1568	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/templates/kickoff.template.md	1247	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/templates/route.template.md	1104	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/book-production-orchestrator/templates/run-log.template.md	436	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/bookkit/SKILL.md	5103	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/compose-chapter/SKILL.md	13325	md	A-skill-pack	markdown-doc	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/skill-pack/provision.sh	2571	sh	A-skill-pack	shell-tool	False	Platform skills: bookkit, compose-chapter, orchestrator
toolset/starter/AGENTS.md	520	md	A-starter-examples	markdown-doc	False	Consumer starter + smoke examples
toolset/starter/README.md	820	md	A-starter-examples	markdown-doc	False	Consumer starter + smoke examples
toolset/starter/design-brief.yaml	293	yaml	A-starter-examples	data-config	False	Consumer starter + smoke examples
toolset/starter/main.typ	1041	typ	A-starter-examples	typst-source	False	Consumer starter + smoke examples
toolset/tests/test_bookkit_cli.sh	2012	sh	A-toolset-other	shell-tool	False	Toolset docs/tests misc
toolset/tests/test_toolset.sh	2665	sh	A-toolset-other	shell-tool	False	Toolset docs/tests misc
